"","Year","Lg","Tm","W","L","T","Playoffs","PF","PA","PD","Coaches","AV","Passer","Rusher","Receiver","oPts","oYds","dPts","dYds","T.G","PtsOvr","YdsOvr","out.of","MoV","SoS","SRS","OSRS","DSRS","TM","TID","c1","c2","p.Year","p.Lg","p.Tm","p.W","p.L","p.T","p.Playoffs","p.PF","p.PA","p.PD","p.Coaches","p.AV","p.Passer","p.Rusher","p.Receiver","p.oPts","p.oYds","p.dPts","p.dYds","p.T.G","p.PtsOvr","p.YdsOvr","p.out.of","p.MoV","p.SoS","p.SRS","p.OSRS","p.DSRS","p.TM","p.TID","p.c1","p.c2","fired.mid","nc","fired","start","cwins","closs","cties","wc","cc","dc","lsb","poffs","playwin","playloss","pmade","sb","cpw","cpl","post","rings","years","ap","twc","tdc","tcc","tlsb","d.Year","d.W","d.L","d.T","d.PF","d.PA","d.PD","d.oPts","d.oYds","d.dPts","d.dYds","d.T.G","d.PtsOvr","d.YdsOvr","d.out.of","d.MoV","d.SoS","d.SRS","d.OSRS","d.DSRS","win.p","p.win.p","d.win.p","v.win.p","c.win.p","pp","dpm","OPTS","OYDS","DPTS","DYDS","TO","PTSO","YDSO","pmz","postz","dpost","qb1","rb1","wr1","zc","y1","y2","y3","y4","y5","y6","y7","gm","gm1","gm2","l.post","mp","dp","cdp","dp5","dp3","dp2","champ","apy","cpwy","wcy","dcy","ccy","lsby","ringsy","apy1"
"41",2006,"NFL","Atlanta Falcons",7,9,0,"",292,328,-36,"Mora","Vick","Vick","Dunn","Crumpler",25,12,15,22,8,21,16,32,-2.3,-0.8,-3,-2.8,-0.2,"atl",23,"Mora","",2005,"NFL","Atlanta Falcons",8,8,0,"",351,341,10,"Mora","Dunn","Vick","Dunn","Crumpler",14,12,18,22,17,16,20,32,0.6,-1.9,-1.2,1.1,-2.3,"atl",23,"Mora","",0,"Petrino,Thomas",1,0,26,22,0,0,0,4,0,0,0,0,0,0,2,1,1,0,3,3,0,0,1,0,1,-1,1,0,-59,-13,-46,11,0,-3,0,-9,5,-4,0,-2.9,1.1,-1.8,-3.9,2.1,0.4375,0.5,-0.0625,0.5,0.541666666666667,0.333333333333333,-1,0.78125,0.375,0.46875,0.6875,0.25,0.65625,0.5,-0.0555555555555556,0.0240562612162344,0,0,0,0,0.577350269189625,0,0,1,0,0,0,0,"Rich McKay",0,1,2,1,0.125,0.229166666666667,0.125,0.125,-0.25,0,1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1.7
"42",2007,"NFL","Atlanta Falcons",4,12,0,"",259,414,-155,"Petrino,Thomas","White","Harrington","Dunn","White",29,23,29,29,10,30,27,32,-9.7,-0.9,-10.6,-5.8,-4.8,"atl",23,"Thomas",NA,2006,"NFL","Atlanta Falcons",7,9,0,"",292,328,-36,"Mora","Vick","Vick","Dunn","Crumpler",25,12,15,22,8,21,16,32,-2.3,-0.8,-3,-2.8,-0.2,"atl",23,"Mora","",1,"Smith",1,1,4,12,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-3,3,0,-33,86,-119,4,11,14,7,2,9,11,0,-7.4,-0.1,-7.6,-3,-4.6,0.25,0.4375,-0.1875,0.45,0.25,0,-1,0.90625,0.71875,0.90625,0.90625,0.3125,0.9375,0.84375,-0.5,0,-1,1,0,1,-2,1,0,0,0,0,0,0,"Rich McKay",0,1,1,1,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0,0,0,0,0,0,0,0,0
"43",2008,"NFL","Atlanta Falcons*",11,5,0,"Lost WC",391,325,66,"Smith","White","Ryan","Turner","White",10,6,11,24,21,11,19,32,4.1,-0.3,3.8,1.3,2.5,"atl",23,"Smith","",2007,"NFL","Atlanta Falcons",4,12,0,"",259,414,-155,"Petrino,Thomas","White","Harrington","Dunn","White",29,23,29,29,10,30,27,32,-9.7,-0.9,-10.6,-5.8,-4.8,"atl",23,"Petrino","Thomas",0,"Smith",0,1,11,5,0,1,0,6,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,7,-7,0,132,-89,221,-19,-17,-18,-5,11,-19,-8,0,13.8,0.6,14.4,7.1,7.3,0.6875,0.25,0.4375,0.3,0.6875,1,1,0.3125,0.1875,0.34375,0.75,0.65625,0.34375,0.59375,0.5,-0.125,1,1,1,0,1.5,1,0,0,0,0,0,0,"Thomas Dimitroff",0,1,0,1,0.4375,0.4375,0.4375,0.4375,0.4375,0,1,0,1,0,0,0,0,0.1
"44",2009,"NFL","Atlanta Falcons",9,7,0,"",363,325,38,"Smith","White","Ryan","Turner","White",13,16,14,21,11,15,19,32,2.4,2.7,5,2.7,2.3,"atl",23,"Smith","",2008,"NFL","Atlanta Falcons*",11,5,0,"Lost WC",391,325,66,"Smith","White","Ryan","Turner","White",10,6,11,24,21,11,19,32,4.1,-0.3,3.8,1.3,2.5,"atl",23,"Smith","",0,"Smith",0,0,20,12,0,0,0,8,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,-2,2,0,-28,0,-28,3,10,3,-3,-10,4,0,0,-1.7,3,1.2,1.4,-0.2,0.5625,0.6875,-0.125,0.65,0.625,0.5,0,0.40625,0.5,0.4375,0.65625,0.34375,0.46875,0.59375,0,-0.125,0,0,0,0,1.4142135623731,0,1,0,0,0,0,0,"Thomas Dimitroff",0,1,1,1,0.3125,0.375,0.3125,0.3125,0.3125,0,0.5,0,0.5,0,0,0,0,0.05
"45",2010,"NFL","Atlanta Falcons*",13,3,0,"Lost Div",414,288,126,"Smith","White","Ryan","Turner","White",5,16,5,16,3,4,14,32,7.9,-1.8,6.1,3.8,2.2,"atl",23,"Smith","",2009,"NFL","Atlanta Falcons",9,7,0,"",363,325,38,"Smith","White","Ryan","Turner","White",13,16,14,21,11,15,19,32,2.4,2.7,5,2.7,2.3,"atl",23,"Smith","",0,"Smith",0,0,33,15,0,0,0,18,0,2,1,1,1,0,1,2,2,0,3,3,1,1,0,0,1,4,-4,0,51,-37,88,-8,0,-9,-5,-8,-11,-5,0,5.5,-4.5,1.1,1.1,-0.0999999999999996,0.8125,0.5625,0.25,0.55,0.6875,0.666666666666667,1,0.15625,0.5,0.15625,0.5,0.09375,0.125,0.4375,0.0555555555555555,-0.0240562612162344,1,0,0,0,2.59807621135332,0,0,1,0,0,0,0,"Thomas Dimitroff",0,1,0,1,0.5625,0.4375,0.5625,0.5625,0.125,0,1,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0.733333333333333
"46",2011,"NFL","Atlanta Falcons*",10,6,0,"Lost WC",402,350,52,"Smith","Ryan","Ryan","Turner","White",7,10,18,12,5,10,7,32,3.3,0.3,3.5,1.8,1.7,"atl",23,"Smith","",2010,"NFL","Atlanta Falcons*",13,3,0,"Lost Div",414,288,126,"Smith","White","Ryan","Turner","White",5,16,5,16,3,4,14,32,7.9,-1.8,6.1,3.8,2.2,"atl",23,"Smith","",0,"Smith",0,0,43,21,0,1,0,22,0,1,0,1,1,0,1,3,3,0,4,4,2,1,0,0,1,-3,3,0,-12,62,-74,2,-6,13,-4,2,6,-7,0,-4.6,2.1,-2.6,-2,-0.5,0.625,0.8125,-0.1875,0.75,0.671875,0.75,2,0.21875,0.3125,0.5625,0.375,0.15625,0.3125,0.21875,0.0625,-0.03125,1,0,0,0,2.75,0,0,0,1,0,0,0,"Thomas Dimitroff",0,1,0,1,0.375,0.421875,0.375,-0.0625,0.0625,0,1,0.25,0.75,0.25,0,0,0,0.575
"47",2012,"NFL","Atlanta Falcons*",13,3,0,"Lost Conf",419,299,120,"Smith","Ryan","Ryan","Turner","White",7,8,5,24,5,5,14,32,7.5,-1.1,6.4,2,4.5,"atl",23,"Smith","",2011,"NFL","Atlanta Falcons*",10,6,0,"Lost WC",402,350,52,"Smith","Ryan","Ryan","Turner","White",7,10,18,12,5,10,7,32,3.3,0.3,3.5,1.8,1.7,"atl",23,"Smith","",0,"Smith",0,0,56,24,0,0,1,32,0,3,2,1,1,0,3,4,4,0,5,7,2,1,1,0,1,3,-3,0,17,-51,68,0,-2,-13,12,0,-5,7,0,4.2,-1.4,2.9,0.2,2.8,0.8125,0.625,0.1875,0.6,0.7,0.8,3,0.21875,0.25,0.15625,0.75,0.15625,0.15625,0.4375,0.06,-0.00674936558945049,1,0,0,0,3.57770876399966,0,0,0,0,1,0,0,"Thomas Dimitroff",0,1,0,1,0.5625,0.45,0.5625,0.25,0,0,1.4,0.6,0.8,0.4,0.2,0,0,1.48
"48",2013,"NFL","Atlanta Falcons",4,12,0,"",353,443,-90,"Smith","Ryan","Ryan","Jackson","Douglas",20,14,27,27,24,25,26,32,-5.6,2.9,-2.8,1.2,-3.9,"atl",23,"Smith","",2012,"NFL","Atlanta Falcons*",13,3,0,"Lost Conf",419,299,120,"Smith","Ryan","Ryan","Turner","White",7,8,5,24,5,5,14,32,7.5,-1.1,6.4,2,4.5,"atl",23,"Smith","",0,"Smith",0,0,60,36,0,0,0,24,0,0,0,0,0,0,3,4,4,0,6,7,2,1,1,0,1,-9,9,0,-66,144,-210,13,6,22,3,19,20,12,0,-13.1,4,-9.2,-0.8,-8.4,0.25,0.8125,-0.5625,0.75,0.625,0.666666666666667,2,0.625,0.4375,0.84375,0.84375,0.75,0.78125,0.8125,0.0277777777777778,-0.00674936558945049,0,0,1,1,2.44948974278318,0,0,0,0,0,1,0,"Thomas Dimitroff",0,0,1,1,0,0.375,0,-0.5625,-0.375,0,1.16666666666667,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0,0,1.23333333333333
"49",2014,"NFL","Atlanta Falcons",6,10,0,"",381,417,-36,"Smith","Ryan","Ryan","Jackson","Jones",12,8,27,32,11,24,23,32,-2.3,-1.6,-3.8,0.6,-4.4,"atl",23,"Smith","",2013,"NFL","Atlanta Falcons",4,12,0,"",353,443,-90,"Smith","Ryan","Ryan","Jackson","Douglas",20,14,27,27,24,25,26,32,-5.6,2.9,-2.8,1.2,-3.9,"atl",23,"Smith","",0,NA,1,0,66,46,0,0,0,20,0,0,0,0,0,0,3,4,4,0,7,7,2,1,1,0,1,2,-2,0,28,-26,54,-8,-6,0,5,-13,-1,-3,0,3.3,-4.5,-1,-0.6,-0.5,0.375,0.25,0.125,0.3,0.589285714285714,0.571428571428571,1,0.375,0.25,0.84375,1,0.34375,0.75,0.71875,0.0102040816326531,-0.00674936558945049,0,0,0,1,1.88982236504614,0,0,0,0,0,0,1,"Thomas Dimitroff",0,0,2,1,0.125,0.339285714285714,0,-0.25,-0.4375,0,1,0.428571428571429,0.571428571428571,0.285714285714286,0.142857142857143,0,0,1.05714285714286
"73",1983,"NFL","Buffalo Bills",8,8,0,"",283,351,-68,"Stephenson","Smerlas","Ferguson","Cribbs","Cribbs",23,25,18,24,21,22,28,28,-4.3,0.5,-3.8,-3.4,-0.4,"buf",2,"Stephenson","",1982,"NFL","Buffalo Bills",4,5,0,"",150,154,-4,"Knox","Smerlas","Ferguson","Cribbs","Lewis",19,11,6,2,23,13,2,28,-0.4,1.9,1.5,-1.9,3.4,"buf",2,"Knox","",0,"Stephenson",0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,0,133,197,-64,4,14,12,22,-2,9,26,0,-3.9,-1.4,-5.3,-1.5,-3.8,0.5,0.444444444444444,0.0555555555555556,0.455555555555556,0.5,0,-1,0.821428571428571,0.892857142857143,0.642857142857143,0.857142857142857,0.75,0.785714285714286,1,-0.5,0,-2,0,0,1,0,1,0,0,0,0,0,0,"Pat McGroder",0,1,1,1,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0,0,0,0,0,0,0,0
"74",1984,"NFL","Buffalo Bills",2,14,0,"",250,454,-204,"Stephenson","Bell","Ferguson","Bell","Franklin",25,27,27,23,20,27,26,28,-12.8,0.7,-12,-5.3,-6.7,"buf",2,"Stephenson","",1983,"NFL","Buffalo Bills",8,8,0,"",283,351,-68,"Stephenson","Smerlas","Ferguson","Cribbs","Cribbs",23,25,18,24,21,22,28,28,-4.3,0.5,-3.8,-3.4,-0.4,"buf",2,"Stephenson","",0,"Bullough,Stephenson",0,0,10,22,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,-6,6,0,-33,103,-136,2,2,9,-1,-1,5,-2,0,-8.5,0.2,-8.2,-1.9,-6.3,0.125,0.5,-0.375,0.5,0.3125,0,-2,0.892857142857143,0.964285714285714,0.964285714285714,0.821428571428571,0.714285714285714,0.964285714285714,0.928571428571429,-0.25,0,0,0,1,1,-2.12132034355964,0,1,0,0,0,0,0,"Terry Bledsoe",1,1,2,1,-0.319444444444444,-0.131944444444444,-0.319444444444444,-0.319444444444444,-0.319444444444444,0,0,0,0,0,0,0,0,0
"75",1985,"NFL","Buffalo Bills",2,14,0,"",200,381,-181,"Bullough,Stephenson","Frazier","Ferragamo","Bell","Butler",28,25,20,17,28,28,24,28,-11.3,1.5,-9.8,-9.5,-0.2,"buf",2,"Stephenson","Bullough",1984,"NFL","Buffalo Bills",2,14,0,"",250,454,-204,"Stephenson","Bell","Ferguson","Bell","Franklin",25,27,27,23,20,27,26,28,-12.8,0.7,-12,-5.3,-6.7,"buf",2,"Stephenson","",1,"Levy,Bullough",1,0,12,36,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,-50,-73,23,3,-2,-7,-6,8,1,-2,0,1.5,0.8,2.2,-4.2,6.5,0.125,0.125,0,0.2,0.25,0,-3,1,0.892857142857143,0.714285714285714,0.607142857142857,1,1,0.857142857142857,-0.166666666666667,0,0,1,0,1,-3.46410161513775,0,0,1,0,0,0,0,"Terry Bledsoe",1,1,3,1,-0.319444444444444,-0.194444444444444,-0.319444444444444,-0.319444444444444,-0.319444444444444,0,0,0,0,0,0,0,0,0
"76",1986,"NFL","Buffalo Bills",4,12,0,"",287,348,-61,"Levy,Bullough","Kelly","Kelly","Riddick","Burkett",20,19,20,24,28,23,22,28,-3.8,-2,-5.8,-5,-0.8,"buf",2,"Bullough",NA,1985,"NFL","Buffalo Bills",2,14,0,"",200,381,-181,"Bullough,Stephenson","Frazier","Ferragamo","Bell","Butler",28,25,20,17,28,28,24,28,-11.3,1.5,-9.8,-9.5,-0.2,"buf",2,"Bullough","Stephenson",1,"Levy",1,1,4,12,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-2,0,87,-33,120,-8,-6,0,7,0,-5,-2,0,7.5,-3.5,4,4.5,-0.6,0.25,0.125,0.125,0.2,0.25,0,-1,0.714285714285714,0.678571428571429,0.714285714285714,0.857142857142857,1,0.821428571428571,0.785714285714286,-0.5,0,0,1,1,1,-2,1,0,0,0,0,0,0,"Bill Polian",0,1,1,1,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0
"77",1987,"NFL","Buffalo Bills",7,8,0,"",270,305,-35,"Levy","Smith","Kelly","Harmon","Burkett",24,16,12,12,24,19,16,28,-2.3,2.1,-0.2,-2.6,2.4,"buf",2,"Levy","",1986,"NFL","Buffalo Bills",4,12,0,"",287,348,-61,"Levy,Bullough","Kelly","Kelly","Riddick","Burkett",20,19,20,24,28,23,22,28,-3.8,-2,-5.8,-5,-0.8,"buf",2,"Levy","Bullough",0,"Levy",0,1,7,8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,-4,0,-17,-43,26,4,-3,-8,-12,-4,-4,-6,0,1.5,4.1,5.6,2.4,3.2,0.466666666666667,0.25,0.216666666666667,0.3,0.466666666666667,0,-1,0.857142857142857,0.571428571428571,0.428571428571429,0.428571428571429,0.857142857142857,0.678571428571429,0.571428571428571,-0.5,0,0,0,1,0,-0.258198889747161,1,0,0,0,0,0,0,"Bill Polian",0,1,1,1,0.216666666666667,0.216666666666667,0.216666666666667,0.216666666666667,0.216666666666667,0,0,0,0,0,0,0,0,0
"78",1988,"NFL","Buffalo Bills*",12,4,0,"Lost Conf",329,237,92,"Levy","Bennett","Kelly","Thomas","Reed",14,12,3,4,16,5,6,28,5.8,0.6,6.4,0,6.4,"buf",2,"Levy","",1987,"NFL","Buffalo Bills",7,8,0,"",270,305,-35,"Levy","Smith","Kelly","Harmon","Burkett",24,16,12,12,24,19,16,28,-2.3,2.1,-0.2,-2.6,2.4,"buf",2,"Levy","",0,"Levy",0,0,19,12,0,0,1,7,0,3,2,1,1,0,2,1,1,0,2,3,0,0,1,0,1,5,-4,0,59,-68,127,-10,-4,-9,-8,-8,-14,-10,0,8.1,-1.5,6.6,2.6,4,0.75,0.466666666666667,0.283333333333333,0.473333333333333,0.612903225806452,0.5,0,0.5,0.428571428571429,0.107142857142857,0.142857142857143,0.571428571428571,0.178571428571429,0.214285714285714,0,0.0240562612162344,1,0,1,1,1.25723711418742,0,1,0,0,0,0,0,"Bill Polian",0,1,0,1,0.5,0.362903225806452,0.5,0.5,0.5,0,1.5,1,0.5,0.5,0.5,0,0,2.55
"79",1989,"NFL","Buffalo Bills*",9,7,0,"Lost Div",409,317,92,"Levy","Thomas","Kelly","Thomas","Reed",3,5,14,11,20,5,5,28,5.8,-1.4,4.3,3.8,0.5,"buf",2,"Levy","",1988,"NFL","Buffalo Bills*",12,4,0,"Lost Conf",329,237,92,"Levy","Bennett","Kelly","Thomas","Reed",14,12,3,4,16,5,6,28,5.8,0.6,6.4,0,6.4,"buf",2,"Levy","",0,"Levy",0,0,28,19,0,0,0,9,0,2,1,1,1,0,3,2,2,0,3,5,0,1,1,0,1,-3,3,0,80,80,0,-11,-7,11,7,4,0,-1,0,0,-2,-2.1,3.8,-5.9,0.5625,0.75,-0.1875,0.7,0.595744680851064,0.666666666666667,1,0.107142857142857,0.178571428571429,0.5,0.392857142857143,0.714285714285714,0.178571428571429,0.178571428571429,0.0555555555555555,0.0111803398874989,1,0,0,0,1.31278492348105,0,0,1,0,0,0,0,"Bill Polian",0,1,0,1,0.3125,0.345744680851064,0.3125,0.3125,0.0958333333333333,0,1.66666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0,0,2.4
"80",1990,"NFL","Buffalo Bills*",13,3,0,"Lost SB",428,263,165,"Levy","Thomas","Kelly","Thomas","Reed",1,6,6,8,4,1,5,28,10.3,-1.7,8.6,5.7,2.9,"buf",2,"Levy","",1989,"NFL","Buffalo Bills*",9,7,0,"Lost Div",409,317,92,"Levy","Thomas","Kelly","Thomas","Reed",3,5,14,11,20,5,5,28,5.8,-1.4,4.3,3.8,0.5,"buf",2,"Levy","",0,"Levy",0,0,41,22,0,0,0,19,1,4,3,1,1,0,6,3,3,0,4,9,0,1,1,1,1,4,-4,0,19,-54,73,-2,1,-8,-3,-16,-4,0,0,4.5,-0.3,4.3,1.9,2.4,0.8125,0.5625,0.25,0.55,0.650793650793651,0.75,2,0.0357142857142857,0.214285714285714,0.214285714285714,0.285714285714286,0.142857142857143,0.0357142857142857,0.178571428571429,0.0625,0.0138888888888889,1,0,0,0,2.39377499572511,0,0,0,1,0,0,0,"Bill Polian",0,1,0,1,0.5625,0.400793650793651,0.5625,0.345833333333333,0.0625,0,2.25,1.5,0.75,0.75,0.5,0.25,0,4.075
"81",1991,"NFL","Buffalo Bills*",13,3,0,"Lost SB",458,318,140,"Levy","Thomas","Kelly","Thomas","Reed",2,1,19,27,9,3,5,28,8.8,-5.2,3.6,7.6,-4.1,"buf",2,"Levy","",1990,"NFL","Buffalo Bills*",13,3,0,"Lost SB",428,263,165,"Levy","Thomas","Kelly","Thomas","Reed",1,6,6,8,4,1,5,28,10.3,-1.7,8.6,5.7,2.9,"buf",2,"Levy","",0,"Levy",0,0,54,25,0,0,0,29,1,4,3,1,1,0,9,4,4,0,5,13,0,1,1,2,1,0,0,0,30,55,-25,1,-5,13,19,5,2,0,0,-1.5,-3.5,-5,1.9,-7,0.8125,0.8125,0,0.75,0.683544303797468,0.8,3,0.0714285714285714,0.0357142857142857,0.678571428571429,0.964285714285714,0.321428571428571,0.107142857142857,0.178571428571429,0.06,0.0133341393323372,1,0,0,0,3.26275491268547,0,0,0,0,1,0,0,"Bill Polian",0,0,0,1,0.5625,0.433544303797468,0.5625,0.0625,0.25,0,2.6,1.8,0.8,0.8,0.6,0.4,0,5.08
"82",1992,"NFL","Buffalo Bills*",11,5,0,"Lost SB",381,283,98,"Levy","Thomas","Kelly","Thomas","Reed",3,2,14,12,18,6,4,28,6.1,-1.9,4.3,4.7,-0.4,"buf",2,"Levy","",1991,"NFL","Buffalo Bills*",13,3,0,"Lost SB",458,318,140,"Levy","Thomas","Kelly","Thomas","Reed",2,1,19,27,9,3,5,28,8.8,-5.2,3.6,7.6,-4.1,"buf",2,"Levy","",0,"Levy",0,0,65,30,0,0,0,35,1,4,3,1,1,0,12,5,5,0,6,17,0,1,1,3,1,-2,2,0,-77,-35,-42,1,1,-5,-15,9,3,-1,0,-2.7,3.3,0.7,-2.9,3.7,0.6875,0.8125,-0.125,0.75,0.684210526315789,0.833333333333333,4,0.107142857142857,0.0714285714285714,0.5,0.428571428571429,0.642857142857143,0.214285714285714,0.142857142857143,0.0555555555555556,0.0124834512886348,1,0,0,0,3.59092423229804,0,0,0,0,0,1,0,"Bill Polian",0,0,0,1,0.4375,0.434210526315789,0,0.125,-0.125,0,2.83333333333333,2,0.833333333333333,0.833333333333333,0.666666666666667,0.5,0,5.75
"83",1993,"NFL","Buffalo Bills*",12,4,0,"Lost SB",329,242,87,"Levy","Smith","Kelly","Thomas","Reed",7,6,5,27,2,5,20,28,5.4,-0.6,4.8,1.8,3,"buf",2,"Levy","",1992,"NFL","Buffalo Bills*",11,5,0,"Lost SB",381,283,98,"Levy","Thomas","Kelly","Thomas","Reed",3,2,14,12,18,6,4,28,6.1,-1.9,4.3,4.7,-0.4,"buf",2,"Levy","",0,"Levy",0,0,77,34,0,0,0,43,1,4,3,1,1,0,15,6,6,0,7,21,0,1,1,4,1,1,-1,0,-52,-41,-11,4,4,-9,15,-16,-1,16,0,-0.699999999999999,1.3,0.5,-2.9,3.4,0.75,0.6875,0.0625,0.65,0.693693693693694,0.857142857142857,5,0.25,0.214285714285714,0.178571428571429,0.964285714285714,0.0714285714285714,0.178571428571429,0.714285714285714,0.0510204081632653,0.0116902441197853,1,0,0,0,4.08137938173575,0,0,0,0,0,0,1,"John Butler",1,1,0,1,0.5,0.443693693693694,0,-0.0625,-0.0625,0,3,2.14285714285714,0.857142857142857,0.857142857142857,0.714285714285714,0.571428571428571,0,6.22857142857143
"84",1994,"NFL","Buffalo Bills",7,9,0,"",340,356,-16,"Levy","Reed","Kelly","Thomas","Reed",11,10,22,17,24,14,12,28,-1,0.8,-0.2,1.5,-1.8,"buf",2,"Levy","",1993,"NFL","Buffalo Bills*",12,4,0,"Lost SB",329,242,87,"Levy","Smith","Kelly","Thomas","Reed",7,6,5,27,2,5,20,28,5.4,-0.6,4.8,1.8,3,"buf",2,"Levy","",0,"Levy",0,0,84,43,0,0,0,41,0,0,0,0,0,0,15,6,6,0,8,21,0,1,1,4,1,-5,5,0,11,114,-103,4,4,17,-10,22,9,-8,0,-6.4,1.4,-5,-0.3,-4.8,0.4375,0.75,-0.3125,0.7,0.661417322834646,0.75,4,0.392857142857143,0.357142857142857,0.785714285714286,0.607142857142857,0.857142857142857,0.5,0.428571428571429,0.03125,0.0116902441197853,0,0,0,0,3.63816168860607,0,0,0,0,0,0,1,"John Butler",1,1,1,1,0.1875,0.411417322834646,0,-0.375,-0.25,0,2.625,1.875,0.75,0.75,0.625,0.5,0,5.45
"85",1995,"NFL","Buffalo Bills*",10,6,0,"Lost Div",350,335,15,"Levy","Smith","Kelly","Thomas","Brooks",13,20,12,13,11,13,16,30,0.9,-1.8,-0.9,-0.5,-0.4,"buf",2,"Levy","",1994,"NFL","Buffalo Bills",7,9,0,"",340,356,-16,"Levy","Reed","Kelly","Thomas","Reed",11,10,22,17,24,14,12,28,-1,0.8,-0.2,1.5,-1.8,"buf",2,"Levy","",0,"Levy",0,0,94,49,0,0,0,45,0,2,1,1,1,0,16,7,7,0,9,23,0,2,1,4,1,3,-3,0,10,-21,31,2,10,-10,-4,-13,-1,4,2,1.9,-2.6,-0.7,-2,1.4,0.625,0.4375,0.1875,0.45,0.657342657342657,0.777777777777778,5,0.433333333333333,0.666666666666667,0.4,0.433333333333333,0.366666666666667,0.433333333333333,0.533333333333333,0.0308641975308642,0.0101990746006178,1,0,0,1,3.76308904503191,0,0,0,0,0,0,1,"John Butler",1,1,0,1,0.375,0.407342657342657,0,-0.0625,-0.125,0,2.55555555555556,1.77777777777778,0.777777777777778,0.777777777777778,0.555555555555556,0.444444444444444,0,5.07777777777778
"86",1996,"NFL","Buffalo Bills*",10,6,0,"Lost WC",319,266,53,"Levy","Smith","Kelly","Thomas","Reed",15,16,6,9,25,7,9,30,3.3,-0.4,2.9,-1,3.9,"buf",2,"Levy","",1995,"NFL","Buffalo Bills*",10,6,0,"Lost Div",350,335,15,"Levy","Smith","Kelly","Thomas","Brooks",13,20,12,13,11,13,16,30,0.9,-1.8,-0.9,-0.5,-0.4,"buf",2,"Levy","",0,"Levy",0,0,104,55,0,1,0,49,0,1,0,1,1,0,16,8,8,0,10,24,1,2,1,4,1,0,0,0,-31,-69,38,2,-4,-6,-4,14,-6,-7,0,2.4,1.4,3.8,-0.5,4.3,0.625,0.625,0,0.6,0.654088050314465,0.8,6,0.5,0.533333333333333,0.2,0.3,0.833333333333333,0.233333333333333,0.3,0.03,0.00850517271799714,1,0,0,1,3.88595277001891,0,0,0,0,0,0,1,"John Butler",1,1,0,1,0.375,0.404088050314465,0,-0.125,0.1875,0,2.4,1.6,0.8,0.7,0.5,0.4,0,4.58
"87",1997,"NFL","Buffalo Bills",6,10,0,"",255,367,-112,"Levy","Smith","Collins","Smith","Reed",29,25,23,9,28,28,16,30,-7,2.5,-4.5,-4,-0.5,"buf",2,"Levy","",1996,"NFL","Buffalo Bills*",10,6,0,"Lost WC",319,266,53,"Levy","Smith","Kelly","Thomas","Reed",15,16,6,9,25,7,9,30,3.3,-0.4,2.9,-1,3.9,"buf",2,"Levy","",0,"Phillips",1,0,110,65,0,0,0,45,0,0,0,0,0,0,16,8,8,0,11,24,1,2,1,4,1,-4,4,0,-64,101,-165,14,9,17,0,3,21,7,0,-10.3,2.9,-7.4,-3,-4.4,0.375,0.625,-0.25,0.6,0.628571428571429,0.727272727272727,5,0.966666666666667,0.833333333333333,0.766666666666667,0.3,0.933333333333333,0.933333333333333,0.533333333333333,0.0206611570247934,0.00850517271799714,0,1,1,0,3.40168025708304,0,0,0,0,0,0,1,"John Butler",1,1,1,1,0.125,0.378571428571429,0,-0.0625,-0.25,0,2.18181818181818,1.45454545454545,0.727272727272727,0.636363636363636,0.454545454545455,0.363636363636364,0,4.16363636363636
"88",1998,"NFL","Buffalo Bills*",10,6,0,"Lost WC",400,333,67,"Phillips","Moulds","Flutie","Smith","Moulds",7,6,15,6,3,8,6,30,4.2,1,5.2,4.4,0.7,"buf",2,"Phillips","",1997,"NFL","Buffalo Bills",6,10,0,"",255,367,-112,"Levy","Smith","Collins","Smith","Reed",29,25,23,9,28,28,16,30,-7,2.5,-4.5,-4,-0.5,"buf",2,"Levy","",0,"Phillips",0,1,10,6,0,1,0,4,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,4,-4,0,145,-34,179,-22,-19,-8,-3,-25,-20,-10,0,11.2,-1.5,9.7,8.4,1.2,0.625,0.375,0.25,0.4,0.625,1,1,0.233333333333333,0.2,0.5,0.2,0.1,0.266666666666667,0.2,0.5,-0.125,-7,1,0,1,1,1,0,0,0,0,0,0,"John Butler",0,0,0,1,0.25,0.25,0.25,0.25,0.25,0,1,0,1,0,0,0,0,0.1
